Time.Stamp, PM_2.5, PM_10
2019-10-21 22:47:19, 4.200000, 5.000000
2019-10-21 22:47:21, 4.000000, 4.700000
2019-10-21 22:47:23, 4.100000, 5.000000
2019-10-21 22:47:26, 4.000000, 6.400000
2019-10-21 22:47:28, 3.900000, 6.100000
2019-10-21 22:47:30, 3.800000, 6.300000
2019-10-21 22:47:32, 3.700000, 6.000000
2019-10-21 22:47:34, 3.700000, 5.900000
2019-10-21 22:47:36, 3.700000, 5.700000
2019-10-21 22:47:38, 3.900000, 6.000000
2019-10-21 22:47:40, 4.100000, 5.900000
2019-10-21 22:47:42, 4.000000, 5.900000
2019-10-21 22:47:44, 4.000000, 7.100000
2019-10-21 22:47:47, 4.000000, 7.200000
2019-10-21 22:47:49, 4.100000, 8.800000
2019-10-21 22:47:51, 4.200000, 9.100000
2019-10-21 22:47:53, 4.200000, 8.900000
2019-10-21 22:47:55, 4.300000, 8.100000
2019-10-21 22:47:57, 4.400000, 8.300000
2019-10-21 22:47:59, 4.500000, 8.100000
2019-10-21 22:48:01, 4.600000, 8.400000
2019-10-21 22:48:03, 4.700000, 10.700000
2019-10-21 22:48:05, 4.800000, 11.100000
2019-10-21 22:48:08, 4.700000, 11.100000
2019-10-21 22:48:10, 4.600000, 10.800000
2019-10-21 22:48:12, 4.600000, 10.900000
2019-10-21 22:48:14, 4.600000, 9.900000
2019-10-21 22:48:16, 4.500000, 9.800000
2019-10-21 22:48:18, 4.400000, 8.100000
2019-10-21 22:48:20, 4.400000, 8.000000
2019-10-21 22:48:22, 4.500000, 8.200000
2019-10-21 22:48:24, 4.500000, 8.700000
2019-10-21 22:48:26, 4.400000, 8.700000
2019-10-21 22:48:29, 4.300000, 8.600000
2019-10-21 22:48:31, 4.200000, 8.600000
2019-10-21 22:48:33, 4.200000, 6.100000
2019-10-21 22:48:35, 4.300000, 6.400000
2019-10-21 22:48:37, 4.200000, 6.500000
2019-10-21 22:48:39, 4.200000, 6.700000
2019-10-21 22:48:41, 4.300000, 6.500000
2019-10-21 22:48:43, 4.300000, 6.500000
2019-10-21 22:48:45, 4.400000, 7.500000
2019-10-21 22:48:47, 4.500000, 7.800000
2019-10-21 22:48:50, 4.600000, 7.900000
2019-10-21 22:48:52, 4.600000, 7.800000
2019-10-21 22:48:54, 4.700000, 7.400000
2019-10-21 22:48:56, 4.700000, 7.300000
2019-10-21 22:48:58, 4.600000, 7.300000
2019-10-21 22:49:00, 4.700000, 7.400000
2019-10-21 22:49:02, 4.800000, 7.500000
2019-10-21 22:49:04, 4.800000, 7.400000
2019-10-21 22:49:06, 4.800000, 7.200000
2019-10-21 22:49:08, 4.700000, 6.900000
2019-10-21 22:49:11, 4.700000, 7.200000
2019-10-21 22:49:13, 4.900000, 7.500000
2019-10-21 22:49:15, 4.800000, 6.600000
2019-10-21 22:49:17, 4.800000, 6.800000
2019-10-21 22:49:19, 4.700000, 6.700000
2019-10-21 22:49:21, 4.600000, 6.600000
2019-10-21 22:49:23, 4.600000, 6.800000
2019-10-21 22:49:25, 4.700000, 7.200000
2019-10-21 22:49:27, 4.800000, 7.100000
2019-10-21 22:49:29, 4.900000, 7.700000
2019-10-21 22:49:32, 4.800000, 7.500000
2019-10-21 22:49:34, 4.800000, 7.300000
2019-10-21 22:49:36, 4.900000, 7.100000
2019-10-21 22:49:38, 5.000000, 7.500000
2019-10-21 22:49:40, 4.900000, 7.100000
2019-10-21 22:49:42, 4.700000, 6.700000
2019-10-21 22:49:44, 4.800000, 6.600000
