Time.Stamp, PM_2.5, PM_10
2019-10-22 13:03:33, 8.900000, 14.500000
2019-10-22 13:03:35, 8.900000, 14.500000
2019-10-22 13:03:37, 8.800000, 13.700000
2019-10-22 13:03:40, 8.900000, 13.800000
2019-10-22 13:03:42, 8.700000, 12.900000
2019-10-22 13:03:44, 8.800000, 13.300000
2019-10-22 13:03:46, 8.900000, 13.000000
2019-10-22 13:03:48, 8.500000, 11.200000
2019-10-22 13:03:50, 8.800000, 11.700000
2019-10-22 13:03:52, 8.700000, 12.000000
2019-10-22 13:03:54, 8.700000, 11.500000
2019-10-22 13:03:56, 8.700000, 11.300000
2019-10-22 13:03:58, 8.700000, 11.400000
2019-10-22 13:04:01, 8.800000, 12.500000
2019-10-22 13:04:03, 9.100000, 13.500000
2019-10-22 13:04:05, 9.000000, 13.800000
2019-10-22 13:04:07, 9.000000, 14.800000
2019-10-22 13:04:09, 9.000000, 14.700000
2019-10-22 13:04:11, 9.100000, 14.400000
2019-10-22 13:04:13, 9.000000, 15.200000
2019-10-22 13:04:15, 8.700000, 15.800000
2019-10-22 13:04:17, 8.800000, 16.200000
2019-10-22 13:04:20, 8.700000, 15.500000
2019-10-22 13:04:22, 8.600000, 16.300000
2019-10-22 13:04:24, 8.700000, 16.500000
2019-10-22 13:04:26, 8.800000, 16.600000
2019-10-22 13:04:28, 8.900000, 16.200000
2019-10-22 13:04:30, 9.000000, 16.500000
2019-10-22 13:04:32, 8.700000, 15.100000
2019-10-22 13:04:34, 8.600000, 15.000000
2019-10-22 13:04:36, 8.600000, 13.900000
2019-10-22 13:04:38, 8.500000, 13.800000
2019-10-22 13:04:41, 8.500000, 14.100000
2019-10-22 13:04:43, 8.500000, 13.100000
2019-10-22 13:04:45, 8.600000, 13.100000
2019-10-22 13:04:47, 8.600000, 12.200000
2019-10-22 13:04:49, 8.800000, 12.200000
2019-10-22 13:04:51, 8.900000, 11.500000
2019-10-22 13:04:53, 8.700000, 10.800000
2019-10-22 13:04:55, 8.600000, 11.100000
2019-10-22 13:04:57, 8.400000, 10.700000
2019-10-22 13:04:59, 8.200000, 10.200000
2019-10-22 13:05:02, 8.300000, 10.900000
2019-10-22 13:05:04, 8.400000, 10.700000
2019-10-22 13:05:06, 8.500000, 10.700000
2019-10-22 13:05:08, 8.500000, 11.100000
2019-10-22 13:05:10, 8.700000, 11.400000
2019-10-22 13:05:12, 8.600000, 11.200000
2019-10-22 13:05:14, 8.500000, 11.100000
2019-10-22 13:05:16, 8.500000, 11.100000
2019-10-22 13:05:18, 8.300000, 10.800000
2019-10-22 13:05:20, 8.200000, 10.800000
2019-10-22 13:05:23, 8.500000, 10.800000
2019-10-22 13:05:25, 8.600000, 10.700000
2019-10-22 13:05:27, 8.700000, 11.100000
2019-10-22 13:05:29, 8.600000, 11.100000
2019-10-22 13:05:31, 8.600000, 11.000000
2019-10-22 13:05:33, 8.500000, 10.200000
2019-10-22 13:05:35, 8.500000, 10.300000
2019-10-22 13:05:37, 8.500000, 10.200000
2019-10-22 13:05:39, 8.400000, 10.700000
2019-10-22 13:05:41, 8.200000, 11.000000
2019-10-22 13:05:44, 8.500000, 11.700000
2019-10-22 13:05:46, 8.600000, 12.200000
2019-10-22 13:05:48, 8.600000, 11.900000
2019-10-22 13:05:50, 8.700000, 12.100000
2019-10-22 13:05:52, 8.700000, 13.500000
2019-10-22 13:05:54, 8.600000, 13.300000
2019-10-22 13:05:56, 8.400000, 13.200000
2019-10-22 13:05:58, 8.500000, 13.500000
2019-10-22 13:06:00, 8.700000, 13.900000
2019-10-22 13:06:02, 8.800000, 13.900000
2019-10-22 13:06:05, 8.900000, 14.700000
2019-10-22 13:06:07, 8.800000, 15.300000
2019-10-22 13:06:09, 8.800000, 14.600000
2019-10-22 13:06:11, 9.000000, 15.300000
2019-10-22 13:06:13, 8.900000, 14.700000
2019-10-22 13:06:15, 9.000000, 15.400000
2019-10-22 13:06:17, 8.700000, 15.800000
2019-10-22 13:06:19, 8.700000, 16.000000
2019-10-22 13:06:21, 8.600000, 14.400000
2019-10-22 13:06:24, 8.600000, 14.600000
2019-10-22 13:06:26, 8.600000, 14.200000
2019-10-22 13:06:28, 8.900000, 14.500000
2019-10-22 13:06:30, 8.700000, 15.400000
2019-10-22 13:06:32, 8.400000, 16.000000
2019-10-22 13:06:34, 8.300000, 14.900000
2019-10-22 13:06:36, 8.400000, 15.200000
2019-10-22 13:06:38, 8.500000, 15.000000
2019-10-22 13:06:40, 8.500000, 14.200000
2019-10-22 13:06:42, 8.500000, 14.100000
2019-10-22 13:06:45, 8.300000, 13.100000
2019-10-22 13:06:47, 8.400000, 12.900000
2019-10-22 13:06:49, 8.500000, 13.100000
2019-10-22 13:06:51, 8.500000, 13.000000
2019-10-22 13:06:53, 8.600000, 13.200000
2019-10-22 13:06:55, 8.700000, 13.100000
2019-10-22 13:06:57, 8.600000, 14.000000
2019-10-22 13:06:59, 8.700000, 13.100000
2019-10-22 13:07:01, 8.500000, 12.000000
2019-10-22 13:07:03, 8.600000, 12.600000
2019-10-22 13:07:06, 8.600000, 12.700000
2019-10-22 13:07:08, 8.600000, 12.200000
2019-10-22 13:07:10, 8.500000, 11.700000
2019-10-22 13:07:12, 8.600000, 12.400000
2019-10-22 13:07:14, 8.800000, 12.600000
2019-10-22 13:07:16, 8.700000, 12.100000
2019-10-22 13:07:18, 8.700000, 12.500000
2019-10-22 13:07:20, 8.600000, 11.900000
2019-10-22 13:07:22, 8.600000, 12.000000
2019-10-22 13:07:24, 8.700000, 12.700000
2019-10-22 13:07:27, 8.800000, 11.600000
2019-10-22 13:07:29, 8.800000, 11.600000
2019-10-22 13:07:31, 9.100000, 11.800000
2019-10-22 13:07:33, 9.300000, 12.800000
2019-10-22 13:07:35, 9.100000, 12.600000
2019-10-22 13:07:37, 9.200000, 12.700000
2019-10-22 13:07:39, 9.200000, 12.800000
2019-10-22 13:07:41, 9.100000, 12.800000
2019-10-22 13:07:43, 8.900000, 12.500000
2019-10-22 13:07:45, 8.900000, 13.200000
2019-10-22 13:07:48, 8.900000, 14.400000
2019-10-22 13:07:50, 8.900000, 14.900000
2019-10-22 13:07:52, 8.800000, 15.200000
2019-10-22 13:07:54, 8.800000, 15.000000
2019-10-22 13:07:56, 8.500000, 14.300000
2019-10-22 13:07:58, 8.500000, 14.400000
2019-10-22 13:08:00, 8.400000, 14.400000
2019-10-22 13:08:02, 8.200000, 13.600000
2019-10-22 13:08:04, 8.300000, 13.800000
2019-10-22 13:08:07, 8.200000, 13.500000
2019-10-22 13:08:09, 8.100000, 13.300000
2019-10-22 13:08:11, 8.300000, 13.500000
2019-10-22 13:08:13, 8.300000, 13.600000
2019-10-22 13:08:15, 8.300000, 13.500000
2019-10-22 13:08:17, 8.400000, 12.100000
2019-10-22 13:08:19, 8.400000, 12.100000
2019-10-22 13:08:21, 8.600000, 12.200000
2019-10-22 13:08:23, 8.800000, 13.100000
2019-10-22 13:08:25, 8.800000, 13.200000
2019-10-22 13:08:28, 8.600000, 13.000000
2019-10-22 13:08:30, 8.600000, 14.200000
2019-10-22 13:08:32, 8.600000, 14.600000
2019-10-22 13:08:34, 8.600000, 14.300000
2019-10-22 13:08:36, 8.700000, 14.500000
2019-10-22 13:08:38, 8.700000, 14.600000
2019-10-22 13:08:40, 8.600000, 14.300000
2019-10-22 13:08:42, 8.800000, 14.400000
2019-10-22 13:08:44, 8.900000, 15.100000
2019-10-22 13:08:46, 8.900000, 14.500000
2019-10-22 13:08:49, 8.900000, 14.500000
2019-10-22 13:08:51, 8.700000, 14.000000
2019-10-22 13:08:53, 8.700000, 13.300000
2019-10-22 13:08:55, 8.700000, 13.200000
2019-10-22 13:08:57, 8.800000, 13.600000
2019-10-22 13:08:59, 8.700000, 12.100000
2019-10-22 13:09:01, 8.800000, 12.000000
2019-10-22 13:09:03, 8.900000, 12.300000
2019-10-22 13:09:05, 8.700000, 11.700000
2019-10-22 13:09:07, 8.800000, 11.700000
2019-10-22 13:09:10, 8.800000, 12.300000
2019-10-22 13:09:12, 8.800000, 11.800000
2019-10-22 13:09:14, 8.600000, 11.000000
2019-10-22 13:09:16, 8.600000, 10.800000
2019-10-22 13:09:18, 8.700000, 10.600000
2019-10-22 13:09:20, 8.600000, 10.600000
2019-10-22 13:09:22, 8.500000, 10.300000
2019-10-22 13:09:24, 8.300000, 10.300000
2019-10-22 13:09:26, 8.400000, 10.100000
2019-10-22 13:09:28, 8.400000, 10.300000
2019-10-22 13:09:31, 8.400000, 10.300000
2019-10-22 13:09:33, 8.300000, 10.100000
2019-10-22 13:09:35, 8.300000, 10.300000
2019-10-22 13:09:37, 8.400000, 10.500000
2019-10-22 13:09:39, 8.500000, 11.200000
2019-10-22 13:09:41, 8.400000, 10.800000
2019-10-22 13:09:43, 8.500000, 12.500000
2019-10-22 13:09:45, 8.700000, 13.000000
2019-10-22 13:09:47, 8.500000, 12.800000
2019-10-22 13:09:50, 8.500000, 13.000000
2019-10-22 13:09:52, 8.400000, 13.000000
2019-10-22 13:09:54, 8.500000, 12.700000
2019-10-22 13:09:56, 8.600000, 13.200000
2019-10-22 13:09:58, 8.500000, 14.100000
2019-10-22 13:10:00, 8.400000, 13.600000
2019-10-22 13:10:02, 8.300000, 13.400000
2019-10-22 13:10:04, 8.300000, 13.700000
2019-10-22 13:10:06, 8.400000, 13.900000
2019-10-22 13:10:08, 8.200000, 14.100000
2019-10-22 13:10:11, 8.100000, 14.100000
2019-10-22 13:10:13, 8.200000, 12.500000
2019-10-22 13:10:15, 8.000000, 12.900000
2019-10-22 13:10:17, 8.100000, 13.300000
