Time.Stamp, Delta.Time, PM_2.5, PM_10
2019-10-22 15:39:48, 1116,   8.80,  12.20
2019-10-22 15:39:51, 1118,   8.80,  12.60
2019-10-22 15:39:53, 1120,   8.80,  12.50
2019-10-22 15:39:55, 1122,   8.90,  12.20
2019-10-22 15:39:57, 1124,   8.60,  11.70
2019-10-22 15:39:59, 1127,   8.60,  11.20
2019-10-22 15:40:01, 1129,   8.70,  11.30
2019-10-22 15:40:03, 1131,   8.90,  11.20
2019-10-22 15:40:05, 1133,   9.00,  12.40
2019-10-22 15:40:07, 1135,   9.30,  12.80
2019-10-22 15:40:10, 1137,   9.40,  12.20
2019-10-22 15:40:12, 1139,   9.20,  11.80
2019-10-22 15:40:14, 1141,   9.10,  11.40
2019-10-22 15:40:16, 1143,   9.20,  11.70
2019-10-22 15:40:18, 1145,   9.30,  13.00
2019-10-22 15:40:20, 1148,   9.10,  12.00
2019-10-22 15:40:22, 1150,   9.20,  12.30
2019-10-22 15:40:24, 1152,   9.10,  12.60
2019-10-22 15:40:26, 1154,   9.40,  13.30
2019-10-22 15:40:28, 1156,   9.40,  12.80
2019-10-22 15:40:31, 1158,   9.50,  13.40
2019-10-22 15:40:33, 1160,   9.50,  13.50
2019-10-22 15:40:35, 1162,   9.50,  13.00
2019-10-22 15:40:37, 1164,   9.30,  12.00
2019-10-22 15:40:39, 1166,   9.30,  12.10
2019-10-22 15:40:41, 1169,   9.10,  12.10
2019-10-22 15:40:43, 1171,   9.10,  12.20
2019-10-22 15:40:45, 1173,   8.90,  12.60
2019-10-22 15:40:47, 1175,   8.80,  11.00
2019-10-22 15:40:49, 1177,   8.80,  11.00
2019-10-22 15:40:52, 1179,   8.80,  11.70
2019-10-22 15:40:54, 1181,   8.70,  10.90
2019-10-22 15:40:56, 1183,   8.50,  10.70
2019-10-22 15:40:58, 1185,   8.40,  10.80
2019-10-22 15:41:00, 1187,   8.50,  11.70
2019-10-22 15:41:02, 1190,   8.50,  11.70
2019-10-22 15:41:04, 1192,   8.50,  12.20
2019-10-22 15:41:06, 1194,   8.60,  12.40
2019-10-22 15:41:08, 1196,   8.50,  12.30
2019-10-22 15:41:10, 1198,   8.70,  12.30
2019-10-22 15:41:13, 1200,   8.80,  12.30
2019-10-22 15:41:15, 1202,   8.90,  12.70
2019-10-22 15:41:17, 1204,   9.00,  12.20
2019-10-22 15:41:19, 1206,   9.00,  12.30
2019-10-22 15:41:21, 1208,   9.00,  11.80
2019-10-22 15:41:23, 1211,   9.00,  11.70
2019-10-22 15:41:25, 1213,   9.10,  11.70
2019-10-22 15:41:27, 1215,   9.00,  11.50
2019-10-22 15:41:29, 1217,   8.80,  10.50
2019-10-22 15:41:31, 1219,   8.90,  10.00
2019-10-22 15:41:34, 1221,   8.80,   9.80
2019-10-22 15:41:36, 1223,   8.70,   9.70
2019-10-22 15:41:38, 1225,   8.60,   9.70
2019-10-22 15:41:40, 1227,   8.50,   9.60
2019-10-22 15:41:42, 1229,   8.40,   9.50
2019-10-22 15:41:44, 1232,   8.30,   9.30
2019-10-22 15:41:46, 1234,   8.30,  10.30
2019-10-22 15:41:48, 1236,   8.30,  10.30
2019-10-22 15:41:50, 1238,   8.30,  10.30
2019-10-22 15:41:52, 1240,   8.30,  10.50
2019-10-22 15:41:55, 1242,   8.30,  10.10
2019-10-22 15:41:57, 1244,   8.40,  10.30
2019-10-22 15:41:59, 1246,   8.50,  10.50
2019-10-22 15:42:01, 1248,   8.50,  10.60
2019-10-22 15:42:03, 1251,   8.40,  10.50
2019-10-22 15:42:05, 1253,   8.60,  10.80
2019-10-22 15:42:07, 1255,   8.80,  11.10
2019-10-22 15:42:09, 1257,   8.90,  11.00
2019-10-22 15:42:11, 1259,   9.10,  11.50
2019-10-22 15:42:14, 1261,   9.20,  12.10
2019-10-22 15:42:16, 1263,   9.10,  11.80
2019-10-22 15:42:18, 1265,   9.20,  11.20
2019-10-22 15:42:20, 1267,   9.10,  11.20
2019-10-22 15:42:22, 1269,   9.20,  11.30
2019-10-22 15:42:24, 1272,   9.30,  12.10
2019-10-22 15:42:26, 1274,   9.20,  12.10
2019-10-22 15:42:28, 1276,   9.20,  12.00
2019-10-22 15:42:30, 1278,   9.20,  12.10
2019-10-22 15:42:32, 1280,   9.20,  12.30
2019-10-22 15:42:35, 1282,   9.10,  13.10
2019-10-22 15:42:37, 1284,   9.00,  12.90
2019-10-22 15:42:39, 1286,   9.00,  12.80
2019-10-22 15:42:41, 1288,   9.00,  12.90
2019-10-22 15:42:43, 1290,   8.90,  12.50
2019-10-22 15:42:45, 1293,   8.90,  11.70
2019-10-22 15:42:47, 1295,   8.80,  11.80
2019-10-22 15:42:49, 1297,   8.90,  12.20
2019-10-22 15:42:51, 1299,   8.80,  12.00
2019-10-22 15:42:53, 1301,   8.70,  11.10
2019-10-22 15:42:56, 1303,   8.80,  11.40
2019-10-22 15:42:58, 1305,   8.90,  11.80
2019-10-22 15:43:00, 1307,   9.00,  11.70
2019-10-22 15:43:02, 1309,   9.10,  11.80
2019-10-22 15:43:04, 1311,   9.00,  11.50
2019-10-22 15:43:06, 1314,   9.20,  12.00
2019-10-22 15:43:08, 1316,   9.10,  11.90
2019-10-22 15:43:10, 1318,   9.00,  11.50
2019-10-22 15:43:12, 1320,   8.90,  12.00
2019-10-22 15:43:14, 1322,   9.00,  12.10
2019-10-22 15:43:17, 1324,   9.10,  12.00
2019-10-22 15:43:19, 1326,   9.10,  12.20
2019-10-22 15:43:21, 1328,   9.30,  12.30
2019-10-22 15:43:23, 1330,   9.30,  12.50
2019-10-22 15:43:25, 1332,   9.30,  12.60
2019-10-22 15:43:27, 1335,   9.20,  12.10
2019-10-22 15:43:29, 1337,   9.00,  11.90
2019-10-22 15:43:31, 1339,   9.10,  13.40
2019-10-22 15:43:33, 1341,   9.10,  12.50
2019-10-22 15:43:35, 1343,   9.00,  12.20
2019-10-22 15:43:38, 1345,   9.00,  11.80
2019-10-22 15:43:40, 1347,   9.00,  11.90
2019-10-22 15:43:42, 1349,   9.10,  11.80
2019-10-22 15:43:44, 1351,   8.90,  11.10
2019-10-22 15:43:46, 1353,   8.90,  11.40
2019-10-22 15:43:48, 1356,   9.00,  11.30
2019-10-22 15:43:50, 1358,   8.90,  11.30
2019-10-22 15:43:52, 1360,   8.70,  10.90
2019-10-22 15:43:54, 1362,   8.70,  10.70
2019-10-22 15:43:57, 1364,   8.40,  11.50
2019-10-22 15:43:59, 1366,   8.50,  12.30
2019-10-22 15:44:01, 1368,   8.50,  10.90
2019-10-22 15:44:03, 1370,   8.60,  11.70
2019-10-22 15:44:05, 1372,   8.50,  11.30
2019-10-22 15:44:07, 1375,   8.50,  12.70
2019-10-22 15:44:09, 1377,   8.60,  13.10
2019-10-22 15:44:11, 1379,   8.50,  12.90
2019-10-22 15:44:13, 1381,   8.50,  12.90
2019-10-22 15:44:15, 1383,   8.50,  12.70
2019-10-22 15:44:18, 1385,   8.30,  12.90
2019-10-22 15:44:20, 1387,   8.30,  12.80
2019-10-22 15:44:22, 1389,   8.30,  12.70
2019-10-22 15:44:24, 1391,   8.40,  13.10
2019-10-22 15:44:26, 1393,   8.50,  13.30
2019-10-22 15:44:28, 1396,   8.30,  12.00
2019-10-22 15:44:30, 1398,   8.20,  10.80
2019-10-22 15:44:32, 1400,   8.30,  10.70
2019-10-22 15:44:34, 1402,   8.40,  10.80
2019-10-22 15:44:36, 1404,   8.50,   9.50
2019-10-22 15:44:39, 1406,   8.40,   9.40
2019-10-22 15:44:41, 1408,   8.70,   9.70
2019-10-22 15:44:43, 1410,   8.60,   9.60
2019-10-22 15:44:45, 1412,   8.60,   9.90
2019-10-22 15:44:47, 1414,   8.60,   9.80
2019-10-22 15:44:49, 1417,   8.60,   9.60
2019-10-22 15:44:51, 1419,   8.60,   9.70
2019-10-22 15:44:53, 1421,   8.60,   9.70
2019-10-22 15:44:55, 1423,   8.70,   9.70
2019-10-22 15:44:57, 1425,   9.00,  10.10
2019-10-22 15:45:00, 1427,   9.00,  10.10
2019-10-22 15:45:02, 1429,   8.90,  10.00
2019-10-22 15:45:04, 1431,   8.90,   9.90
2019-10-22 15:45:06, 1433,   8.90,  10.10
2019-10-22 15:45:08, 1435,   8.80,  10.30
2019-10-22 15:45:10, 1438,   8.80,  11.40
2019-10-22 15:45:12, 1440,   8.90,  11.80
2019-10-22 15:45:14, 1442,   9.00,  11.80
2019-10-22 15:45:16, 1444,   9.10,  12.00
2019-10-22 15:45:18, 1446,   9.10,  12.10
2019-10-22 15:45:21, 1448,   9.10,  11.70
2019-10-22 15:45:23, 1450,   9.00,  11.80
2019-10-22 15:45:25, 1452,   9.00,  11.60
2019-10-22 15:45:27, 1454,   9.10,  11.50
2019-10-22 15:45:29, 1456,   9.10,  11.90
2019-10-22 15:45:31, 1459,   9.10,  12.10
2019-10-22 15:45:33, 1461,   9.20,  12.10
2019-10-22 15:45:35, 1463,   9.10,  12.20
2019-10-22 15:45:37, 1465,   9.10,  11.60
2019-10-22 15:45:39, 1467,   9.00,  10.50
2019-10-22 15:45:42, 1469,   9.00,  10.40
2019-10-22 15:45:44, 1471,   8.90,  11.00
2019-10-22 15:45:46, 1473,   8.70,  10.50
2019-10-22 15:45:48, 1475,   8.80,  10.90
2019-10-22 15:45:50, 1478,   8.60,  10.80
2019-10-22 15:45:52, 1480,   8.70,  10.70
2019-10-22 15:45:54, 1482,   8.70,  10.80
2019-10-22 15:45:56, 1484,   8.80,  11.00
2019-10-22 15:45:58, 1486,   8.70,  10.50
2019-10-22 15:46:01, 1488,   8.70,  10.50
2019-10-22 15:46:03, 1490,   8.70,  10.70
2019-10-22 15:46:05, 1492,   8.70,  10.80
2019-10-22 15:46:07, 1494,   8.70,  10.80
2019-10-22 15:46:09, 1496,   8.60,  10.90
2019-10-22 15:46:11, 1499,   8.60,  10.60
2019-10-22 15:46:13, 1501,   8.50,  10.80
2019-10-22 15:46:15, 1503,   8.50,   9.80
2019-10-22 15:46:17, 1505,   8.50,   9.60
2019-10-22 15:46:19, 1507,   8.60,  10.20
2019-10-22 15:46:22, 1509,   8.60,  10.20
2019-10-22 15:46:24, 1511,   8.50,  10.00
2019-10-22 15:46:26, 1513,   8.50,   9.60
2019-10-22 15:46:28, 1515,   8.50,   9.90
2019-10-22 15:46:30, 1517,   8.40,   9.60
2019-10-22 15:46:32, 1520,   8.40,   9.40
2019-10-22 15:46:34, 1522,   8.40,   9.70
2019-10-22 15:46:36, 1524,   8.50,   9.70
2019-10-22 15:46:38, 1526,   8.30,   9.70
2019-10-22 15:46:40, 1528,   8.40,   9.60
2019-10-22 15:46:43, 1530,   8.50,   9.50
2019-10-22 15:46:45, 1532,   8.50,   9.80
2019-10-22 15:46:47, 1534,   8.40,   9.90
2019-10-22 15:46:49, 1536,   8.50,   9.50
2019-10-22 15:46:51, 1538,   8.40,   9.40
2019-10-22 15:46:53, 1541,   8.50,   9.50
2019-10-22 15:46:55, 1543,   8.60,   9.60
2019-10-22 15:46:57, 1545,   8.60,   9.80
2019-10-22 15:46:59, 1547,   8.70,  10.00
2019-10-22 15:47:01, 1549,   8.70,  10.30
2019-10-22 15:47:04, 1551,   8.70,   9.70
2019-10-22 15:47:06, 1553,   8.60,   9.60
2019-10-22 15:47:08, 1555,   8.80,   9.80
2019-10-22 15:47:10, 1557,   8.80,   9.80
2019-10-22 15:47:12, 1559,   8.80,   9.80
2019-10-22 15:47:14, 1562,   8.80,   9.90
2019-10-22 15:47:16, 1564,   8.70,   9.80
2019-10-22 15:47:18, 1566,   8.80,  10.00
2019-10-22 15:47:20, 1568,   9.10,  10.60
2019-10-22 15:47:22, 1570,   9.10,  10.80
2019-10-22 15:47:25, 1572,   9.00,  10.80
2019-10-22 15:47:27, 1574,   8.90,  10.80
2019-10-22 15:47:29, 1576,   8.70,  10.50
2019-10-22 15:47:31, 1578,   8.70,  10.80
2019-10-22 15:47:33, 1580,   8.60,  10.60
2019-10-22 15:47:35, 1583,   8.50,  10.50
2019-10-22 15:47:37, 1585,   8.80,  10.70
2019-10-22 15:47:39, 1587,   8.70,  10.80
2019-10-22 15:47:41, 1589,   8.70,  10.90
2019-10-22 15:47:43, 1591,   8.70,  11.00
2019-10-22 15:47:46, 1593,   8.80,  11.90
2019-10-22 15:47:48, 1595,   8.80,  12.00
2019-10-22 15:47:50, 1597,   8.70,  12.30
2019-10-22 15:47:52, 1599,   8.70,  12.30
2019-10-22 15:47:54, 1602,   8.80,  12.50
2019-10-22 15:47:56, 1604,   8.70,  12.00
2019-10-22 15:47:58, 1606,   8.90,  12.10
2019-10-22 15:48:00, 1608,   9.00,  12.50
2019-10-22 15:48:02, 1610,   9.00,  12.50
2019-10-22 15:48:05, 1612,   9.00,  12.30
2019-10-22 15:48:07, 1614,   9.20,  12.10
2019-10-22 15:48:09, 1616,   9.10,  11.90
2019-10-22 15:48:11, 1618,   9.10,  11.70
2019-10-22 15:48:13, 1620,   9.00,  11.80
2019-10-22 15:48:15, 1623,   9.00,  11.70
2019-10-22 15:48:17, 1625,   8.90,  10.50
2019-10-22 15:48:19, 1627,   8.80,   9.90
2019-10-22 15:48:21, 1629,   8.60,   9.60
2019-10-22 15:48:23, 1631,   8.50,   9.40
2019-10-22 15:48:26, 1633,   8.60,   9.50
2019-10-22 15:48:28, 1635,   8.70,  10.60
2019-10-22 15:48:30, 1637,   8.70,  10.80
2019-10-22 15:48:32, 1639,   8.90,  10.70
2019-10-22 15:48:34, 1641,   8.80,  10.80
2019-10-22 15:48:36, 1644,   8.80,  11.10
2019-10-22 15:48:38, 1646,   8.50,  10.90
2019-10-22 15:48:40, 1648,   8.50,  10.90
2019-10-22 15:48:42, 1650,   8.50,  10.90
2019-10-22 15:48:44, 1652,   8.60,  11.00
2019-10-22 15:48:47, 1654,   8.80,  10.90
2019-10-22 15:48:49, 1656,   8.90,  11.80
2019-10-22 15:48:51, 1658,   8.90,  12.20
2019-10-22 15:48:53, 1660,   9.00,  12.70
2019-10-22 15:48:55, 1662,   9.00,  12.70
2019-10-22 15:48:57, 1665,   9.00,  11.60
2019-10-22 15:48:59, 1667,   9.00,  10.40
2019-10-22 15:49:01, 1669,   8.80,  10.20
2019-10-22 15:49:03, 1671,   8.90,  10.30
2019-10-22 15:49:05, 1673,   8.80,  10.10
2019-10-22 15:49:08, 1675,   9.00,  10.10
2019-10-22 15:49:10, 1677,   9.00,  10.10
2019-10-22 15:49:12, 1679,   9.00,  10.20
2019-10-22 15:49:14, 1681,   9.00,  10.10
2019-10-22 15:49:16, 1683,   9.10,  10.40
2019-10-22 15:49:18, 1686,   8.90,  10.10
2019-10-22 15:49:20, 1688,   9.00,  10.00
2019-10-22 15:49:22, 1690,   9.10,  10.10
2019-10-22 15:49:24, 1692,   9.20,  10.30
2019-10-22 15:49:26, 1694,   9.30,  10.40
2019-10-22 15:49:29, 1696,   9.30,  10.40
2019-10-22 15:49:31, 1698,   9.30,  10.40
2019-10-22 15:49:33, 1700,   9.30,  10.50
2019-10-22 15:49:35, 1702,   9.30,  10.60
2019-10-22 15:49:37, 1705,   9.20,  10.40
2019-10-22 15:49:39, 1707,   9.40,  10.60
2019-10-22 15:49:41, 1709,   9.40,  10.80
2019-10-22 15:49:43, 1711,   9.40,  10.60
2019-10-22 15:49:45, 1713,   9.30,  10.40
2019-10-22 15:49:48, 1715,   9.50,  10.60
2019-10-22 15:49:50, 1717,   9.40,  10.50
2019-10-22 15:49:52, 1719,   9.20,  10.30
2019-10-22 15:49:54, 1721,   9.10,  10.10
2019-10-22 15:49:56, 1723,   9.00,  10.00
2019-10-22 15:49:58, 1726,   9.00,  10.00
2019-10-22 15:50:00, 1728,   8.90,   9.90
2019-10-22 15:50:02, 1730,   8.80,   9.80
2019-10-22 15:50:04, 1732,   8.80,   9.80
2019-10-22 15:50:06, 1734,   8.90,   9.90
2019-10-22 15:50:09, 1736,   8.80,   9.70
2019-10-22 15:50:11, 1738,   8.70,   9.60
2019-10-22 15:50:13, 1740,   8.60,   9.50
2019-10-22 15:50:15, 1742,   8.50,   9.40
2019-10-22 15:50:17, 1744,   8.40,   9.30
2019-10-22 15:50:19, 1747,   8.40,   9.30
2019-10-22 15:50:21, 1749,   8.40,   9.30
2019-10-22 15:50:23, 1751,   8.40,   9.30
2019-10-22 15:50:25, 1753,   8.30,   9.20
2019-10-22 15:50:27, 1755,   8.30,   9.20
2019-10-22 15:50:30, 1757,   8.30,   9.20
2019-10-22 15:50:32, 1759,   8.40,   9.30
2019-10-22 15:50:34, 1761,   8.40,   9.30
2019-10-22 15:50:36, 1763,   8.30,   9.20
2019-10-22 15:50:38, 1765,   8.30,   9.20
2019-10-22 15:50:40, 1768,   8.30,   9.30
2019-10-22 15:50:42, 1770,   8.30,   9.50
2019-10-22 15:50:44, 1772,   8.60,   9.90
2019-10-22 15:50:46, 1774,   8.60,  10.00
2019-10-22 15:50:48, 1776,   8.60,  10.10
2019-10-22 15:50:51, 1778,   8.50,   9.80
2019-10-22 15:50:53, 1780,   8.60,   9.70
2019-10-22 15:50:55, 1782,   8.80,  10.10
2019-10-22 15:50:57, 1784,   8.90,  10.10
2019-10-22 15:50:59, 1786,   8.70,  10.10
2019-10-22 15:51:01, 1789,   8.70,   9.90
2019-10-22 15:51:03, 1791,   8.70,  10.00
2019-10-22 15:51:05, 1793,   8.70,  10.20
2019-10-22 15:51:07, 1795,   8.80,  10.50
2019-10-22 15:51:09, 1797,   8.90,  10.00
2019-10-22 15:51:12, 1799,   8.90,  10.00
2019-10-22 15:51:14, 1801,   8.80,   9.80
2019-10-22 15:51:16, 1803,   8.70,   9.70
2019-10-22 15:51:18, 1805,   8.70,   9.70
2019-10-22 15:51:20, 1807,   8.70,   9.70
2019-10-22 15:51:22, 1810,   8.70,   9.70
2019-10-22 15:51:24, 1812,   8.70,  10.20
2019-10-22 15:51:26, 1814,   8.80,  10.60
2019-10-22 15:51:28, 1816,   8.90,  11.00
2019-10-22 15:51:30, 1818,   9.00,  10.90
2019-10-22 15:51:33, 1820,   9.00,  11.00
2019-10-22 15:51:35, 1822,   9.20,  11.20
2019-10-22 15:51:37, 1824,   9.10,  11.00
2019-10-22 15:51:39, 1826,   9.10,  11.00
2019-10-22 15:51:41, 1829,   9.20,  11.00
2019-10-22 15:51:43, 1831,   9.30,  11.10
2019-10-22 15:51:45, 1833,   9.30,  11.00
2019-10-22 15:51:47, 1835,   9.50,  11.20
2019-10-22 15:51:49, 1837,   9.70,  12.10
2019-10-22 15:51:52, 1839,   9.60,  12.00
2019-10-22 15:51:54, 1841,   9.70,  12.20
2019-10-22 15:51:56, 1843,   9.50,  11.20
2019-10-22 15:51:58, 1845,   9.50,  10.90
2019-10-22 15:52:00, 1847,   9.40,  11.20
2019-10-22 15:52:02, 1850,   9.40,  11.20
2019-10-22 15:52:04, 1852,   9.30,  10.80
2019-10-22 15:52:06, 1854,   9.30,  10.80
2019-10-22 15:52:08, 1856,   9.20,  10.70
2019-10-22 15:52:10, 1858,   9.30,  10.80
2019-10-22 15:52:13, 1860,   9.20,  10.50
2019-10-22 15:52:15, 1862,   9.20,  11.00
2019-10-22 15:52:17, 1864,   9.00,  10.70
2019-10-22 15:52:19, 1866,   8.80,   9.80
2019-10-22 15:52:21, 1868,   9.00,  10.00
2019-10-22 15:52:23, 1871,   9.00,  10.00
2019-10-22 15:52:25, 1873,   9.10,  10.20
2019-10-22 15:52:27, 1875,   9.00,  10.00
2019-10-22 15:52:29, 1877,   8.90,   9.90
2019-10-22 15:52:31, 1879,   9.10,  10.10
2019-10-22 15:52:34, 1881,   9.00,  10.00
2019-10-22 15:52:36, 1883,   8.90,   9.90
2019-10-22 15:52:38, 1885,   8.90,  10.00
2019-10-22 15:52:40, 1887,   9.00,  11.00
2019-10-22 15:52:42, 1889,   9.10,  11.00
2019-10-22 15:52:44, 1892,   9.10,  11.20
2019-10-22 15:52:46, 1894,   9.00,  11.30
2019-10-22 15:52:48, 1896,   9.00,  11.40
2019-10-22 15:52:50, 1898,   9.00,  11.60
2019-10-22 15:52:52, 1900,   8.80,  11.70
2019-10-22 15:52:55, 1902,   8.80,  11.90
2019-10-22 15:52:57, 1904,   8.90,  12.90
2019-10-22 15:52:59, 1906,   9.10,  13.50
2019-10-22 15:53:01, 1908,   8.90,  13.20
2019-10-22 15:53:03, 1910,   9.00,  13.20
2019-10-22 15:53:05, 1913,   9.00,  13.50
2019-10-22 15:53:07, 1915,   9.00,  12.90
2019-10-22 15:53:09, 1917,   8.80,  12.10
2019-10-22 15:53:11, 1919,   8.80,  12.00
2019-10-22 15:53:13, 1921,   8.80,  11.90
2019-10-22 15:53:16, 1923,   8.80,  12.20
2019-10-22 15:53:18, 1925,   8.80,  12.50
2019-10-22 15:53:20, 1927,   9.10,  13.20
2019-10-22 15:53:22, 1929,   9.10,  13.50
2019-10-22 15:53:24, 1932,   9.00,  12.70
2019-10-22 15:53:26, 1934,   8.80,  11.70
2019-10-22 15:53:28, 1936,   8.70,  11.50
2019-10-22 15:53:30, 1938,   8.60,  11.30
2019-10-22 15:53:32, 1940,   8.70,  11.70
2019-10-22 15:53:35, 1942,   9.00,  12.40
2019-10-22 15:53:37, 1944,   9.00,  12.20
2019-10-22 15:53:39, 1946,   9.00,  12.30
2019-10-22 15:53:41, 1948,   9.10,  12.20
2019-10-22 15:53:43, 1950,   9.00,  12.30
2019-10-22 15:53:45, 1953,   9.20,  12.30
2019-10-22 15:53:47, 1955,   9.00,  11.90
2019-10-22 15:53:49, 1957,   9.00,  11.60
2019-10-22 15:53:51, 1959,   9.00,  12.30
2019-10-22 15:53:53, 1961,   8.90,  11.80
2019-10-22 15:53:56, 1963,   8.90,  12.10
2019-10-22 15:53:58, 1965,   9.10,  13.40
2019-10-22 15:54:00, 1967,   9.00,  13.10
2019-10-22 15:54:02, 1969,   9.00,  13.10
2019-10-22 15:54:04, 1971,   8.80,  13.30
2019-10-22 15:54:06, 1974,   8.80,  13.40
2019-10-22 15:54:08, 1976,   8.70,  14.20
2019-10-22 15:54:10, 1978,   8.60,  14.30
2019-10-22 15:54:12, 1980,   8.80,  14.20
2019-10-22 15:54:14, 1982,   8.80,  14.10
2019-10-22 15:54:17, 1984,   8.90,  14.30
2019-10-22 15:54:19, 1986,   9.00,  14.40
2019-10-22 15:54:21, 1988,   8.90,  13.60
2019-10-22 15:54:23, 1990,   9.20,  13.60
2019-10-22 15:54:25, 1992,   9.30,  13.40
2019-10-22 15:54:27, 1995,   9.50,  12.80
2019-10-22 15:54:29, 1997,   9.60,  13.70
2019-10-22 15:54:31, 1999,   9.50,  13.60
2019-10-22 15:54:33, 2001,   9.40,  14.20
2019-10-22 15:54:35, 2003,   9.30,  13.20
2019-10-22 15:54:38, 2005,   9.50,  13.80
2019-10-22 15:54:40, 2007,   9.70,  12.90
2019-10-22 15:54:42, 2009,   9.50,  12.60
2019-10-22 15:54:44, 2011,   9.30,  12.10
2019-10-22 15:54:46, 2013,   9.30,  12.40
2019-10-22 15:54:48, 2016,   9.20,  12.20
2019-10-22 15:54:50, 2018,   9.30,  12.50
2019-10-22 15:54:52, 2020,   9.00,  12.30
2019-10-22 15:54:54, 2022,   9.00,  12.10
2019-10-22 15:54:56, 2024,   8.80,  11.50
2019-10-22 15:54:59, 2026,   8.70,  10.70
2019-10-22 15:55:01, 2028,   8.70,  10.60
2019-10-22 15:55:03, 2030,   8.60,  10.20
2019-10-22 15:55:05, 2032,   8.70,  10.10
2019-10-22 15:55:07, 2034,   8.60,   9.60
2019-10-22 15:55:09, 2037,   8.50,   9.50
2019-10-22 15:55:11, 2039,   8.80,  10.00
2019-10-22 15:55:13, 2041,   8.80,  10.10
2019-10-22 15:55:15, 2043,   8.70,   9.80
2019-10-22 15:55:18, 2045,   8.80,  10.00
2019-10-22 15:55:20, 2047,   8.80,  10.20
2019-10-22 15:55:22, 2049,   8.70,  10.10
2019-10-22 15:55:24, 2051,   8.70,  10.10
2019-10-22 15:55:26, 2053,   8.70,  10.40
2019-10-22 15:55:28, 2056,   8.60,  10.60
2019-10-22 15:55:30, 2058,   8.60,  10.70
2019-10-22 15:55:32, 2060,   8.70,  10.40
2019-10-22 15:55:34, 2062,   8.60,  10.20
2019-10-22 15:55:36, 2064,   8.60,  10.10
2019-10-22 15:55:39, 2066,   8.70,  10.80
2019-10-22 15:55:41, 2068,   8.70,  10.50
2019-10-22 15:55:43, 2070,   8.80,  10.70
2019-10-22 15:55:45, 2072,   8.90,  10.60
2019-10-22 15:55:47, 2074,   8.80,  10.70
2019-10-22 15:55:49, 2077,   8.90,  10.90
2019-10-22 15:55:51, 2079,   8.70,  10.50
2019-10-22 15:55:53, 2081,   8.80,  10.70
2019-10-22 15:55:55, 2083,   8.70,  10.60
2019-10-22 15:55:57, 2085,   8.60,  10.20
2019-10-22 15:56:00, 2087,   8.80,  10.70
2019-10-22 15:56:02, 2089,   9.00,  11.20
2019-10-22 15:56:04, 2091,   9.20,  11.40
2019-10-22 15:56:06, 2093,   9.30,  11.80
2019-10-22 15:56:08, 2095,   9.20,  11.60
2019-10-22 15:56:10, 2098,   9.20,  11.60
2019-10-22 15:56:12, 2100,   9.00,  11.70
2019-10-22 15:56:14, 2102,   9.10,  12.20
2019-10-22 15:56:16, 2104,   9.10,  11.80
2019-10-22 15:56:18, 2106,   8.90,  11.80
2019-10-22 15:56:21, 2108,   9.00,  11.80
2019-10-22 15:56:23, 2110,   9.00,  12.30
2019-10-22 15:56:25, 2112,   8.90,  12.00
2019-10-22 15:56:27, 2114,   8.80,  12.40
2019-10-22 15:56:29, 2116,   8.80,  12.20
2019-10-22 15:56:31, 2119,   8.70,  11.90
2019-10-22 15:56:33, 2121,   8.60,  11.80
2019-10-22 15:56:35, 2123,   8.60,  11.80
2019-10-22 15:56:37, 2125,   8.50,  11.20
2019-10-22 15:56:39, 2127,   8.60,  11.70
2019-10-22 15:56:42, 2129,   8.50,  11.10
2019-10-22 15:56:44, 2131,   8.50,  10.90
2019-10-22 15:56:46, 2133,   8.70,  11.30
2019-10-22 15:56:48, 2135,   8.80,  11.30
2019-10-22 15:56:50, 2137,   8.80,  11.50
2019-10-22 15:56:52, 2140,   8.80,  12.70
2019-10-22 15:56:54, 2142,   9.00,  12.80
2019-10-22 15:56:56, 2144,   8.90,  12.40
2019-10-22 15:56:58, 2146,   8.80,  12.00
2019-10-22 15:57:00, 2148,   8.90,  12.20
2019-10-22 15:57:03, 2150,   8.90,  13.40
2019-10-22 15:57:05, 2152,   8.80,  13.10
2019-10-22 15:57:07, 2154,   8.70,  13.20
2019-10-22 15:57:09, 2156,   8.90,  13.30
2019-10-22 15:57:11, 2159,   8.70,  13.00
2019-10-22 15:57:13, 2161,   8.60,  12.80
2019-10-22 15:57:15, 2163,   8.60,  12.60
2019-10-22 15:57:17, 2165,   8.50,  12.40
2019-10-22 15:57:19, 2167,   8.50,  12.00
2019-10-22 15:57:22, 2169,   8.50,  12.10
2019-10-22 15:57:24, 2171,   8.60,  10.50
2019-10-22 15:57:26, 2173,   8.60,  10.50
2019-10-22 15:57:28, 2175,   8.70,  10.70
2019-10-22 15:57:30, 2177,   8.80,  11.00
2019-10-22 15:57:32, 2180,   8.60,   9.60
2019-10-22 15:57:34, 2182,   8.60,   9.60
2019-10-22 15:57:36, 2184,   8.80,  10.00
2019-10-22 15:57:38, 2186,   8.60,   9.90
2019-10-22 15:57:40, 2188,   8.70,  10.20
2019-10-22 15:57:43, 2190,   8.80,  10.10
2019-10-22 15:57:45, 2192,   8.90,  10.10
2019-10-22 15:57:47, 2194,   9.00,  10.60
2019-10-22 15:57:49, 2196,   9.00,  10.90
2019-10-22 15:57:51, 2198,   9.00,  11.10
2019-10-22 15:57:53, 2201,   9.10,  11.20
