Time.Stamp, Delta.Time, PM_2.5, PM_10
2019-10-22 15:57:55, 2203,   9.00,  11.20
2019-10-22 15:57:57, 2205,   9.00,  11.40
2019-10-22 15:57:59, 2207,   9.10,  11.20
2019-10-22 15:58:01, 2209,   9.20,  11.70
2019-10-22 15:58:04, 2211,   9.10,  11.40
2019-10-22 15:58:06, 2213,   9.10,  11.30
2019-10-22 15:58:08, 2215,   9.10,  11.00
2019-10-22 15:58:10, 2217,   9.00,  10.80
2019-10-22 15:58:12, 2219,   8.90,  10.70
2019-10-22 15:58:14, 2222,   8.80,  11.80
2019-10-22 15:58:16, 2224,   8.60,  11.40
2019-10-22 15:58:18, 2226,   8.60,  11.50
2019-10-22 15:58:20, 2228,   8.60,  11.40
2019-10-22 15:58:22, 2230,   8.40,  11.00
2019-10-22 15:58:25, 2232,   8.40,  11.50
2019-10-22 15:58:27, 2234,   8.40,  11.30
2019-10-22 15:58:29, 2236,   8.50,  11.80
2019-10-22 15:58:31, 2238,   8.50,  11.90
2019-10-22 15:58:33, 2240,   8.40,  11.50
2019-10-22 15:58:35, 2243,   8.60,  12.00
2019-10-22 15:58:37, 2245,   8.60,  12.30
2019-10-22 15:58:39, 2247,   8.90,  12.80
2019-10-22 15:58:41, 2249,   9.10,  12.70
2019-10-22 15:58:43, 2251,   9.10,  11.90
2019-10-22 15:58:46, 2253,   9.20,  12.00
2019-10-22 15:58:48, 2255,   9.30,  11.80
2019-10-22 15:58:50, 2257,   9.30,  11.70
2019-10-22 15:58:52, 2259,   9.50,  12.30
2019-10-22 15:58:54, 2262,   9.60,  12.10
2019-10-22 15:58:56, 2264,   9.50,  12.60
2019-10-22 15:58:58, 2266,   9.40,  12.10
2019-10-22 15:59:00, 2268,   9.60,  12.50
2019-10-22 15:59:02, 2270,   9.50,  12.50
2019-10-22 15:59:05, 2272,   9.60,  12.50
2019-10-22 15:59:07, 2274,   9.50,  12.20
2019-10-22 15:59:09, 2276,   9.30,  14.10
2019-10-22 15:59:11, 2278,   9.30,  15.00
2019-10-22 15:59:13, 2280,   9.10,  14.90
2019-10-22 15:59:15, 2283,   9.10,  14.60
2019-10-22 15:59:17, 2285,   9.00,  15.90
2019-10-22 15:59:19, 2287,   9.10,  15.80
2019-10-22 15:59:21, 2289,   8.90,  15.50
2019-10-22 15:59:23, 2291,   9.00,  15.40
2019-10-22 15:59:26, 2293,   9.10,  14.60
2019-10-22 15:59:28, 2295,   9.10,  14.90
2019-10-22 15:59:30, 2297,   9.20,  15.00
2019-10-22 15:59:32, 2299,   8.90,  14.20
2019-10-22 15:59:34, 2301,   8.90,  14.70
2019-10-22 15:59:36, 2304,   9.00,  14.70
2019-10-22 15:59:38, 2306,   9.00,  12.80
2019-10-22 15:59:40, 2308,   9.00,  12.80
2019-10-22 15:59:42, 2310,   9.10,  13.60
2019-10-22 15:59:44, 2312,   9.00,  13.60
2019-10-22 15:59:47, 2314,   8.90,  12.80
2019-10-22 15:59:49, 2316,   8.80,  11.70
2019-10-22 15:59:51, 2318,   8.80,  11.70
2019-10-22 15:59:53, 2320,   8.80,  11.80
2019-10-22 15:59:55, 2322,   8.90,  11.90
2019-10-22 15:59:57, 2325,   8.80,  11.70
2019-10-22 15:59:59, 2327,   8.70,  11.40
2019-10-22 16:00:01, 2329,   8.80,  11.40
2019-10-22 16:00:03, 2331,   8.70,  10.70
2019-10-22 16:00:05, 2333,   8.80,  11.00
2019-10-22 16:00:08, 2335,   8.80,  10.20
2019-10-22 16:00:10, 2337,   8.70,   9.70
2019-10-22 16:00:12, 2339,   8.70,   9.70
2019-10-22 16:00:14, 2341,   8.70,   9.60
2019-10-22 16:00:16, 2343,   8.70,   9.60
2019-10-22 16:00:18, 2346,   8.80,   9.80
2019-10-22 16:00:20, 2348,   8.80,   9.80
2019-10-22 16:00:22, 2350,   8.80,   9.80
2019-10-22 16:00:24, 2352,   8.70,   9.70
2019-10-22 16:00:26, 2354,   8.70,   9.80
2019-10-22 16:00:29, 2356,   8.70,   9.90
2019-10-22 16:00:31, 2358,   8.70,  10.10
2019-10-22 16:00:33, 2360,   8.60,  10.90
2019-10-22 16:00:35, 2362,   8.50,  10.90
2019-10-22 16:00:37, 2365,   8.60,  10.90
2019-10-22 16:00:39, 2367,   8.40,  10.90
2019-10-22 16:00:41, 2369,   8.50,  10.60
2019-10-22 16:00:43, 2371,   8.50,  10.80
2019-10-22 16:00:45, 2373,   8.70,  11.70
2019-10-22 16:00:48, 2375,   8.60,  11.20
2019-10-22 16:00:50, 2377,   8.60,  10.90
2019-10-22 16:00:52, 2379,   8.60,  11.20
2019-10-22 16:00:54, 2381,   8.50,  10.90
2019-10-22 16:00:56, 2383,   8.50,  10.80
2019-10-22 16:00:58, 2386,   8.50,  10.80
2019-10-22 16:01:00, 2388,   8.60,  10.80
2019-10-22 16:01:02, 2390,   9.00,  10.50
2019-10-22 16:01:04, 2392,   9.00,  11.50
2019-10-22 16:01:06, 2394,   9.20,  11.70
2019-10-22 16:01:09, 2396,   9.30,  11.80
2019-10-22 16:01:11, 2398,   9.20,  11.90
2019-10-22 16:01:13, 2400,   9.20,  12.60
2019-10-22 16:01:15, 2402,   9.00,  11.50
2019-10-22 16:01:17, 2404,   9.10,  11.50
2019-10-22 16:01:19, 2407,   8.90,  11.40
2019-10-22 16:01:21, 2409,   8.90,  11.00
2019-10-22 16:01:23, 2411,   8.90,  10.90
2019-10-22 16:01:25, 2413,   8.90,  10.70
2019-10-22 16:01:27, 2415,   8.90,  10.70
2019-10-22 16:01:30, 2417,   8.90,  10.90
2019-10-22 16:01:32, 2419,   8.80,  10.80
2019-10-22 16:01:34, 2421,   8.70,  10.00
2019-10-22 16:01:36, 2423,   8.50,   9.50
2019-10-22 16:01:38, 2425,   8.40,   9.30
2019-10-22 16:01:40, 2428,   8.40,   9.40
2019-10-22 16:01:42, 2430,   8.50,   9.50
2019-10-22 16:01:44, 2432,   8.60,   9.60
2019-10-22 16:01:46, 2434,   8.60,   9.70
2019-10-22 16:01:48, 2436,   8.80,  10.40
2019-10-22 16:01:51, 2438,   8.80,  11.00
2019-10-22 16:01:53, 2440,   8.90,  11.10
2019-10-22 16:01:55, 2442,   9.00,  11.80
2019-10-22 16:01:57, 2444,   9.20,  12.50
2019-10-22 16:01:59, 2446,   9.20,  12.40
2019-10-22 16:02:01, 2449,   9.20,  12.50
2019-10-22 16:02:03, 2451,   9.10,  12.80
2019-10-22 16:02:05, 2453,   9.20,  12.90
2019-10-22 16:02:07, 2455,   9.30,  13.40
2019-10-22 16:02:09, 2457,   9.20,  12.70
2019-10-22 16:02:12, 2459,   9.10,  12.90
2019-10-22 16:02:14, 2461,   8.90,  11.80
2019-10-22 16:02:16, 2463,   8.90,  12.00
2019-10-22 16:02:18, 2465,   8.90,  11.90
2019-10-22 16:02:20, 2467,   8.90,  11.20
2019-10-22 16:02:22, 2470,   8.90,  11.20
2019-10-22 16:02:24, 2472,   8.90,  12.00
2019-10-22 16:02:26, 2474,   8.80,  11.40
2019-10-22 16:02:28, 2476,   8.70,  11.30
2019-10-22 16:02:31, 2478,   8.60,  11.10
2019-10-22 16:02:33, 2480,   8.70,  11.60
2019-10-22 16:02:35, 2482,   8.70,  11.90
2019-10-22 16:02:37, 2484,   8.60,  11.80
2019-10-22 16:02:39, 2486,   8.60,  11.50
2019-10-22 16:02:41, 2489,   8.60,  11.20
2019-10-22 16:02:43, 2491,   8.80,  11.20
2019-10-22 16:02:45, 2493,   8.80,  11.00
2019-10-22 16:02:47, 2495,   8.70,  11.20
2019-10-22 16:02:49, 2497,   8.50,  11.00
2019-10-22 16:02:52, 2499,   8.40,  10.70
2019-10-22 16:02:54, 2501,   8.40,   9.70
2019-10-22 16:02:56, 2503,   8.30,   9.80
2019-10-22 16:02:58, 2505,   8.50,  10.20
2019-10-22 16:03:00, 2507,   8.50,  10.00
2019-10-22 16:03:02, 2510,   8.70,  10.00
2019-10-22 16:03:04, 2512,   8.70,   9.70
2019-10-22 16:03:06, 2514,   8.70,  10.00
2019-10-22 16:03:08, 2516,   8.60,  10.10
2019-10-22 16:03:10, 2518,   8.60,  10.20
2019-10-22 16:03:13, 2520,   8.50,  10.40
2019-10-22 16:03:15, 2522,   8.60,  10.40
2019-10-22 16:03:17, 2524,   8.50,  10.50
2019-10-22 16:03:19, 2526,   8.70,  10.40
2019-10-22 16:03:21, 2528,   8.80,  10.40
2019-10-22 16:03:23, 2531,   8.90,  10.60
2019-10-22 16:03:25, 2533,   8.90,  10.40
2019-10-22 16:03:27, 2535,   8.80,  11.00
2019-10-22 16:03:29, 2537,   8.90,  11.20
2019-10-22 16:03:31, 2539,   8.80,  10.90
2019-10-22 16:03:34, 2541,   8.90,  11.60
2019-10-22 16:03:36, 2543,   8.80,  11.50
2019-10-22 16:03:38, 2545,   8.80,  11.50
2019-10-22 16:03:40, 2547,   9.00,  11.30
2019-10-22 16:03:42, 2549,   9.00,  11.30
2019-10-22 16:03:44, 2552,   9.10,  11.40
2019-10-22 16:03:46, 2554,   9.00,  11.30
2019-10-22 16:03:48, 2556,   8.90,  11.00
2019-10-22 16:03:50, 2558,   8.80,  11.10
2019-10-22 16:03:52, 2560,   8.70,  10.70
2019-10-22 16:03:55, 2562,   8.60,  10.50
2019-10-22 16:03:57, 2564,   8.50,   9.50
2019-10-22 16:03:59, 2566,   8.50,   9.60
2019-10-22 16:04:01, 2568,   8.40,   9.40
2019-10-22 16:04:03, 2570,   8.40,   9.30
2019-10-22 16:04:05, 2573,   8.30,   9.20
2019-10-22 16:04:07, 2575,   8.30,   9.20
2019-10-22 16:04:09, 2577,   8.40,   9.30
2019-10-22 16:04:11, 2579,   8.30,   9.20
2019-10-22 16:04:14, 2581,   8.30,   9.20
2019-10-22 16:04:16, 2583,   8.50,   9.50
2019-10-22 16:04:18, 2585,   8.50,   9.50
2019-10-22 16:04:20, 2587,   8.70,   9.70
2019-10-22 16:04:22, 2589,   8.90,   9.90
2019-10-22 16:04:24, 2592,   8.90,  10.00
2019-10-22 16:04:26, 2594,   8.90,  10.00
2019-10-22 16:04:28, 2596,   8.80,   9.90
2019-10-22 16:04:30, 2598,   8.90,  10.40
2019-10-22 16:04:32, 2600,   8.90,  11.00
2019-10-22 16:04:35, 2602,   9.00,  11.00
2019-10-22 16:04:37, 2604,   9.30,  11.10
2019-10-22 16:04:39, 2606,   9.20,  10.90
2019-10-22 16:04:41, 2608,   9.30,  11.00
2019-10-22 16:04:43, 2610,   9.20,  10.90
2019-10-22 16:04:45, 2613,   9.10,  10.40
2019-10-22 16:04:47, 2615,   9.00,  10.30
2019-10-22 16:04:49, 2617,   8.90,  10.30
2019-10-22 16:04:51, 2619,   8.90,  10.10
2019-10-22 16:04:53, 2621,   8.90,  10.00
2019-10-22 16:04:56, 2623,   9.00,  10.20
2019-10-22 16:04:58, 2625,   9.30,  10.40
2019-10-22 16:05:00, 2627,   9.20,  10.30
2019-10-22 16:05:02, 2629,   9.10,  10.20
2019-10-22 16:05:04, 2631,   9.20,  10.30
2019-10-22 16:05:06, 2634,   9.00,  10.00
2019-10-22 16:05:08, 2636,   9.10,  10.30
2019-10-22 16:05:10, 2638,   9.00,  10.40
2019-10-22 16:05:12, 2640,   9.00,  11.50
2019-10-22 16:05:14, 2642,   9.00,  11.60
2019-10-22 16:05:17, 2644,   9.00,  11.40
2019-10-22 16:05:19, 2646,   8.90,  11.20
2019-10-22 16:05:21, 2648,   8.70,  11.40
2019-10-22 16:05:23, 2650,   8.70,  11.30
2019-10-22 16:05:25, 2652,   8.70,  11.30
2019-10-22 16:05:27, 2655,   8.60,  11.40
2019-10-22 16:05:29, 2657,   8.60,  11.30
2019-10-22 16:05:31, 2659,   8.80,  11.20
2019-10-22 16:05:33, 2661,   8.60,  11.10
2019-10-22 16:05:35, 2663,   8.60,  10.80
2019-10-22 16:05:38, 2665,   8.60,  10.40
2019-10-22 16:05:40, 2667,   8.50,  10.50
2019-10-22 16:05:42, 2669,   8.50,   9.70
2019-10-22 16:05:44, 2671,   8.60,   9.90
2019-10-22 16:05:46, 2673,   8.70,  10.20
2019-10-22 16:05:48, 2676,   8.80,  10.40
2019-10-22 16:05:50, 2678,   8.80,  10.30
2019-10-22 16:05:52, 2680,   8.70,  10.10
2019-10-22 16:05:54, 2682,   8.60,  10.10
2019-10-22 16:05:56, 2684,   8.90,  10.20
2019-10-22 16:05:59, 2686,   8.90,  10.30
2019-10-22 16:06:01, 2688,   8.70,  10.20
2019-10-22 16:06:03, 2690,   8.80,  10.20
2019-10-22 16:06:05, 2692,   8.80,  10.20
2019-10-22 16:06:07, 2695,   8.90,  10.00
2019-10-22 16:06:09, 2697,   9.10,  10.30
2019-10-22 16:06:11, 2699,   9.10,  10.20
2019-10-22 16:06:13, 2701,   9.20,  10.20
2019-10-22 16:06:15, 2703,   9.30,  10.30
2019-10-22 16:06:18, 2705,   9.10,  10.10
2019-10-22 16:06:20, 2707,   9.00,  10.00
2019-10-22 16:06:22, 2709,   9.10,  10.10
2019-10-22 16:06:24, 2711,   9.20,  10.20
2019-10-22 16:06:26, 2713,   9.20,  10.20
2019-10-22 16:06:28, 2716,   9.10,  10.10
2019-10-22 16:06:30, 2718,   9.10,  10.10
2019-10-22 16:06:32, 2720,   9.00,  10.00
2019-10-22 16:06:34, 2722,   9.00,  10.00
2019-10-22 16:06:36, 2724,   9.10,  10.10
2019-10-22 16:06:39, 2726,   8.80,   9.80
2019-10-22 16:06:41, 2728,   8.80,   9.80
2019-10-22 16:06:43, 2730,   8.70,   9.70
2019-10-22 16:06:45, 2732,   8.70,   9.70
2019-10-22 16:06:47, 2734,   8.70,   9.70
2019-10-22 16:06:49, 2737,   8.80,  10.10
2019-10-22 16:06:51, 2739,   8.80,  10.00
2019-10-22 16:06:53, 2741,   8.60,   9.80
2019-10-22 16:06:55, 2743,   8.60,   9.70
2019-10-22 16:06:57, 2745,   8.50,   9.50
2019-10-22 16:07:00, 2747,   8.50,   9.50
2019-10-22 16:07:02, 2749,   8.60,   9.60
2019-10-22 16:07:04, 2751,   8.60,   9.90
2019-10-22 16:07:06, 2753,   8.50,   9.90
2019-10-22 16:07:08, 2755,   8.40,   9.80
2019-10-22 16:07:10, 2758,   8.60,  10.40
2019-10-22 16:07:12, 2760,   8.50,  10.30
2019-10-22 16:07:14, 2762,   8.60,  10.70
2019-10-22 16:07:16, 2764,   8.60,  10.90
2019-10-22 16:07:18, 2766,   8.50,  10.60
2019-10-22 16:07:21, 2768,   8.50,  10.40
2019-10-22 16:07:23, 2770,   8.60,  10.50
2019-10-22 16:07:25, 2772,   8.50,  10.40
2019-10-22 16:07:27, 2774,   8.60,  11.10
2019-10-22 16:07:29, 2776,   8.50,  11.50
2019-10-22 16:07:31, 2779,   8.40,  11.60
2019-10-22 16:07:33, 2781,   8.30,  11.60
2019-10-22 16:07:35, 2783,   8.30,  11.20
2019-10-22 16:07:37, 2785,   8.20,  11.20
2019-10-22 16:07:39, 2787,   8.20,  11.10
2019-10-22 16:07:42, 2789,   8.30,  11.30
2019-10-22 16:07:44, 2791,   8.10,  10.60
2019-10-22 16:07:46, 2793,   8.10,  10.80
2019-10-22 16:07:48, 2795,   8.20,  11.30
2019-10-22 16:07:50, 2797,   8.40,  11.70
2019-10-22 16:07:52, 2800,   8.40,  11.60
2019-10-22 16:07:54, 2802,   8.30,  11.70
2019-10-22 16:07:56, 2804,   8.30,  10.80
2019-10-22 16:07:58, 2806,   8.40,  10.70
2019-10-22 16:08:00, 2808,   8.20,  10.70
2019-10-22 16:08:03, 2810,   8.30,  11.00
2019-10-22 16:08:05, 2812,   8.50,  11.20
2019-10-22 16:08:07, 2814,   8.40,  11.10
2019-10-22 16:08:09, 2816,   8.30,  11.10
2019-10-22 16:08:11, 2819,   8.30,  10.90
2019-10-22 16:08:13, 2821,   8.30,  10.80
2019-10-22 16:08:15, 2823,   8.50,  11.00
2019-10-22 16:08:17, 2825,   8.40,  10.40
2019-10-22 16:08:19, 2827,   8.60,  10.30
2019-10-22 16:08:22, 2829,   8.60,  10.40
2019-10-22 16:08:24, 2831,   8.70,  11.20
2019-10-22 16:08:26, 2833,   8.70,  11.40
2019-10-22 16:08:28, 2835,   8.70,  10.90
2019-10-22 16:08:30, 2837,   8.80,  10.80
2019-10-22 16:08:32, 2840,   8.80,  10.60
2019-10-22 16:08:34, 2842,   8.70,  10.40
2019-10-22 16:08:36, 2844,   8.70,  10.40
2019-10-22 16:08:38, 2846,   8.70,  10.60
2019-10-22 16:08:40, 2848,   8.70,  10.20
2019-10-22 16:08:43, 2850,   8.80,  10.10
2019-10-22 16:08:45, 2852,   8.40,   9.80
2019-10-22 16:08:47, 2854,   8.50,   9.90
2019-10-22 16:08:49, 2856,   8.40,   9.60
2019-10-22 16:08:51, 2858,   8.30,   9.60
2019-10-22 16:08:53, 2861,   8.50,  10.00
2019-10-22 16:08:55, 2863,   8.50,   9.70
2019-10-22 16:08:57, 2865,   8.50,   9.70
2019-10-22 16:08:59, 2867,   8.50,  10.90
2019-10-22 16:09:01, 2869,   8.60,  10.90
2019-10-22 16:09:04, 2871,   8.80,  11.10
2019-10-22 16:09:06, 2873,   8.70,  11.00
2019-10-22 16:09:08, 2875,   8.70,  10.90
2019-10-22 16:09:10, 2877,   8.70,  11.00
2019-10-22 16:09:12, 2879,   8.70,  11.50
2019-10-22 16:09:14, 2882,   8.70,  11.80
2019-10-22 16:09:16, 2884,   8.70,  11.60
2019-10-22 16:09:18, 2886,   8.70,  11.70
2019-10-22 16:09:20, 2888,   8.90,  12.10
2019-10-22 16:09:22, 2890,   8.70,  11.50
2019-10-22 16:09:25, 2892,   8.70,  11.80
2019-10-22 16:09:27, 2894,   8.70,  13.00
2019-10-22 16:09:29, 2896,   8.60,  12.40
2019-10-22 16:09:31, 2898,   8.50,  12.70
2019-10-22 16:09:33, 2900,   8.60,  12.80
2019-10-22 16:09:35, 2903,   8.60,  13.00
2019-10-22 16:09:37, 2905,   8.60,  13.20
2019-10-22 16:09:39, 2907,   8.70,  13.30
2019-10-22 16:09:41, 2909,   8.80,  13.30
2019-10-22 16:09:43, 2911,   8.80,  13.10
2019-10-22 16:09:46, 2913,   8.90,  13.20
2019-10-22 16:09:48, 2915,   8.90,  13.30
2019-10-22 16:09:50, 2917,   8.90,  13.10
2019-10-22 16:09:52, 2919,   9.00,  13.40
2019-10-22 16:09:54, 2922,   8.90,  12.50
2019-10-22 16:09:56, 2924,   9.00,  11.70
2019-10-22 16:09:58, 2926,   9.00,  10.70
2019-10-22 16:10:00, 2928,   9.00,  10.30
2019-10-22 16:10:02, 2930,   9.00,  10.40
2019-10-22 16:10:05, 2932,   8.80,   9.80
2019-10-22 16:10:07, 2934,   8.80,   9.80
2019-10-22 16:10:09, 2936,   8.70,   9.70
2019-10-22 16:10:11, 2938,   8.60,   9.60
2019-10-22 16:10:13, 2940,   8.60,   9.50
2019-10-22 16:10:15, 2943,   8.50,   9.40
2019-10-22 16:10:17, 2945,   8.60,   9.50
2019-10-22 16:10:19, 2947,   8.70,   9.60
2019-10-22 16:10:21, 2949,   8.60,   9.60
2019-10-22 16:10:23, 2951,   8.60,   9.60
2019-10-22 16:10:26, 2953,   8.60,   9.60
2019-10-22 16:10:28, 2955,   8.60,   9.60
2019-10-22 16:10:30, 2957,   8.70,   9.70
2019-10-22 16:10:32, 2959,   8.70,  10.20
2019-10-22 16:10:34, 2961,   8.80,  10.40
2019-10-22 16:10:36, 2964,   8.80,  10.40
2019-10-22 16:10:38, 2966,   8.90,  10.50
2019-10-22 16:10:40, 2968,   8.90,  11.00
2019-10-22 16:10:42, 2970,   8.90,  11.20
2019-10-22 16:10:44, 2972,   8.90,  11.20
2019-10-22 16:10:47, 2974,   9.20,  11.60
2019-10-22 16:10:49, 2976,   9.10,  11.60
2019-10-22 16:10:51, 2978,   8.80,  10.90
2019-10-22 16:10:53, 2980,   8.80,  10.90
2019-10-22 16:10:55, 2982,   8.90,  11.00
2019-10-22 16:10:57, 2985,   8.90,  10.80
2019-10-22 16:10:59, 2987,   8.80,  10.80
2019-10-22 16:11:01, 2989,   8.90,   9.90
2019-10-22 16:11:03, 2991,   8.80,  10.00
2019-10-22 16:11:05, 2993,   8.80,  10.10
2019-10-22 16:11:08, 2995,   8.70,  10.80
2019-10-22 16:11:10, 2997,   8.60,  10.30
2019-10-22 16:11:12, 2999,   8.60,  10.50
2019-10-22 16:11:14, 3001,   8.70,  10.70
2019-10-22 16:11:16, 3003,   8.60,  10.70
2019-10-22 16:11:18, 3006,   8.50,  10.50
2019-10-22 16:11:20, 3008,   8.60,  10.50
2019-10-22 16:11:22, 3010,   8.60,  10.60
2019-10-22 16:11:24, 3012,   8.80,  11.40
2019-10-22 16:11:26, 3014,   8.70,  11.20
2019-10-22 16:11:29, 3016,   8.70,  11.20
2019-10-22 16:11:31, 3018,   8.90,  11.30
2019-10-22 16:11:33, 3020,   8.70,  10.70
2019-10-22 16:11:35, 3022,   8.80,  10.40
2019-10-22 16:11:37, 3024,   9.00,  10.20
2019-10-22 16:11:39, 3027,   8.90,  10.30
2019-10-22 16:11:41, 3029,   8.90,   9.90
2019-10-22 16:11:43, 3031,   9.00,  10.00
2019-10-22 16:11:45, 3033,   8.70,   9.70
2019-10-22 16:11:47, 3035,   8.70,   9.70
2019-10-22 16:11:50, 3037,   8.70,   9.70
2019-10-22 16:11:52, 3039,   8.70,   9.70
2019-10-22 16:11:54, 3041,   8.50,   9.40
2019-10-22 16:11:56, 3043,   8.40,   9.30
2019-10-22 16:11:58, 3046,   8.40,   9.30
2019-10-22 16:12:00, 3048,   8.20,   9.10
2019-10-22 16:12:02, 3050,   8.60,   9.50
2019-10-22 16:12:04, 3052,   8.70,   9.70
2019-10-22 16:12:06, 3054,   8.50,   9.40
2019-10-22 16:12:09, 3056,   8.50,   9.40
2019-10-22 16:12:11, 3058,   8.50,   9.40
2019-10-22 16:12:13, 3060,   8.60,   9.50
2019-10-22 16:12:15, 3062,   8.50,   9.40
2019-10-22 16:12:17, 3064,   8.60,   9.50
2019-10-22 16:12:19, 3067,   8.50,   9.40
2019-10-22 16:12:21, 3069,   8.40,   9.30
2019-10-22 16:12:23, 3071,   8.50,   9.40
2019-10-22 16:12:25, 3073,   8.60,   9.60
2019-10-22 16:12:27, 3075,   8.70,   9.80
2019-10-22 16:12:30, 3077,   8.90,  10.00
2019-10-22 16:12:32, 3079,   8.70,  10.10
2019-10-22 16:12:34, 3081,   8.20,   9.60
2019-10-22 16:12:36, 3083,   8.10,   9.50
2019-10-22 16:12:38, 3085,   8.20,   9.60
2019-10-22 16:12:40, 3088,   8.30,   9.40
2019-10-22 16:12:42, 3090,   8.20,   9.20
2019-10-22 16:12:44, 3092,   8.10,   9.20
2019-10-22 16:12:46, 3094,   8.10,   9.40
2019-10-22 16:12:48, 3096,   8.20,   9.30
2019-10-22 16:12:51, 3098,   8.30,   9.30
2019-10-22 16:12:53, 3100,   8.20,   9.20
2019-10-22 16:12:55, 3102,   8.20,   9.10
2019-10-22 16:12:57, 3104,   8.20,   9.10
2019-10-22 16:12:59, 3106,   8.10,   9.00
2019-10-22 16:13:01, 3109,   8.40,   9.40
2019-10-22 16:13:03, 3111,   8.60,   9.60
2019-10-22 16:13:05, 3113,   8.60,   9.90
2019-10-22 16:13:07, 3115,   8.60,  10.30
2019-10-22 16:13:09, 3117,   8.60,  10.60
2019-10-22 16:13:12, 3119,   8.70,  11.00
2019-10-22 16:13:14, 3121,   8.70,  10.90
2019-10-22 16:13:16, 3123,   8.70,  10.70
2019-10-22 16:13:18, 3125,   8.50,  10.90
2019-10-22 16:13:20, 3127,   8.50,  11.20
2019-10-22 16:13:22, 3130,   8.50,  12.00
2019-10-22 16:13:24, 3132,   8.60,  12.00
2019-10-22 16:13:26, 3134,   8.40,  11.80
2019-10-22 16:13:28, 3136,   8.50,  12.10
2019-10-22 16:13:30, 3138,   8.40,  12.40
2019-10-22 16:13:33, 3140,   8.20,  11.50
2019-10-22 16:13:35, 3142,   8.00,  11.20
2019-10-22 16:13:37, 3144,   8.20,  10.70
2019-10-22 16:13:39, 3146,   8.30,  11.00
2019-10-22 16:13:41, 3148,   8.50,  11.20
2019-10-22 16:13:43, 3151,   8.50,  11.40
2019-10-22 16:13:45, 3153,   8.50,  11.30
2019-10-22 16:13:47, 3155,   8.40,  10.90
2019-10-22 16:13:49, 3157,   8.40,  10.40
2019-10-22 16:13:51, 3159,   8.60,  11.10
2019-10-22 16:13:54, 3161,   8.60,  10.40
2019-10-22 16:13:56, 3163,   8.80,  11.00
2019-10-22 16:13:58, 3165,   8.90,  11.70
2019-10-22 16:14:00, 3167,   9.10,  11.40
2019-10-22 16:14:02, 3170,   9.30,  11.80
2019-10-22 16:14:04, 3172,   9.40,  12.00
2019-10-22 16:14:06, 3174,   9.30,  12.20
2019-10-22 16:14:08, 3176,   9.10,  11.40
2019-10-22 16:14:10, 3178,   9.10,  11.20
2019-10-22 16:14:13, 3180,   9.00,  11.40
2019-10-22 16:14:15, 3182,   9.00,  11.30
2019-10-22 16:14:17, 3184,   9.10,  11.50
2019-10-22 16:14:19, 3186,   9.10,  11.50
2019-10-22 16:14:21, 3188,   9.00,  11.30
2019-10-22 16:14:23, 3191,   9.00,  11.20
2019-10-22 16:14:25, 3193,   8.80,  10.90
2019-10-22 16:14:27, 3195,   8.70,  10.30
2019-10-22 16:14:29, 3197,   8.60,  10.00
2019-10-22 16:14:31, 3199,   8.70,   9.70
2019-10-22 16:14:34, 3201,   8.70,   9.70
2019-10-22 16:14:36, 3203,   8.60,   9.60
2019-10-22 16:14:38, 3205,   8.70,   9.70
2019-10-22 16:14:40, 3207,   8.50,   9.50
2019-10-22 16:14:42, 3209,   8.60,   9.60
2019-10-22 16:14:44, 3212,   8.70,   9.70
2019-10-22 16:14:46, 3214,   8.70,   9.70
2019-10-22 16:14:48, 3216,   8.80,   9.80
2019-10-22 16:14:50, 3218,   8.90,  10.00
2019-10-22 16:14:52, 3220,   9.00,  10.10
2019-10-22 16:14:55, 3222,   9.10,  10.40
2019-10-22 16:14:57, 3224,   9.10,  10.40
2019-10-22 16:14:59, 3226,   9.10,  10.40
2019-10-22 16:15:01, 3228,   9.10,  10.90
2019-10-22 16:15:03, 3230,   9.00,  10.80
2019-10-22 16:15:05, 3233,   8.90,  10.90
2019-10-22 16:15:07, 3235,   8.90,  10.90
2019-10-22 16:15:09, 3237,   9.10,  10.90
2019-10-22 16:15:11, 3239,   9.00,  10.70
2019-10-22 16:15:13, 3241,   9.00,  10.80
2019-10-22 16:15:16, 3243,   9.00,  10.60
2019-10-22 16:15:18, 3245,   9.00,  10.80
2019-10-22 16:15:20, 3247,   9.10,  10.30
2019-10-22 16:15:22, 3249,   8.80,   9.80
2019-10-22 16:15:24, 3251,   8.90,  10.20
2019-10-22 16:15:26, 3254,   8.90,  10.30
2019-10-22 16:15:28, 3256,   8.90,  10.50
2019-10-22 16:15:30, 3258,   9.00,  10.30
2019-10-22 16:15:32, 3260,   8.90,  11.00
2019-10-22 16:15:34, 3262,   9.00,  10.90
2019-10-22 16:15:37, 3264,   9.00,  11.10
2019-10-22 16:15:39, 3266,   9.00,  11.10
2019-10-22 16:15:41, 3268,   8.90,  11.10
2019-10-22 16:15:43, 3270,   9.00,  11.40
2019-10-22 16:15:45, 3273,   9.10,  11.60
2019-10-22 16:15:47, 3275,   9.00,  11.40
2019-10-22 16:15:49, 3277,   9.00,  12.30
2019-10-22 16:15:51, 3279,   9.00,  12.30
2019-10-22 16:15:53, 3281,   9.00,  11.80
2019-10-22 16:15:56, 3283,   9.00,  11.80
2019-10-22 16:15:58, 3285,   9.00,  12.20
2019-10-22 16:16:00, 3287,   9.00,  11.80
